,VALOR_FATURA
44949,47.3
57310,789.77
7685,1129.4
42530,30.9
18093,4341.52
36622,86.56
48062,331.09
1371,24.24
3864,4673.46
39086,54.62
26461,41.09
35185,193.57
50424,5766.32
63137,1086.39
57384,614.97
35958,578.03
25177,49.77
51965,247.87
55748,40.78
34254,61.83
3309,5978.02
24703,2125.46
4253,17.94
15173,48.68
26162,981.3
25477,4200.57
35398,548.65
12734,1350.97
62897,1829.43
48743,32.12
2388,42.18
46611,27.82
33616,93.15
55624,179.41
32406,2878.36
30323,5350.22
62953,477.45
48712,327.55
2591,123.93
64834,699.4
21221,4153.74
13344,787.53
45505,27.82
46910,36.34
55307,578.97
2966,124.25
54215,49.32
46600,32.12
64877,1116.29
29708,234.32
56248,143.13
57262,573.73
20645,163.91
46714,62.88
2109,42.18
8223,74.82
17856,6840.22
50192,444.79
23151,24.34
12044,24.24
9166,17.94
53571,9247.52
22607,28.4
63149,4078.97
7118,1208.83
10895,61.75
51376,49.41
5668,101.52
19832,28.0
12256,202.84
51926,130.75
29226,2304.35
43722,61.73
57558,813.64
53215,572.36
61559,32.11
61401,49.29
8169,1147.6
11337,928.15
51476,27.82
57775,3196.68
34752,31.41
31311,356.29
65732,584.47
40080,46.46
19911,39.28
39155,1260.96
49268,628.55
46901,85.21
27299,391.45
9180,59.92
10314,4341.1
55081,9190.91
30284,5541.44
17243,24.26
13872,2897.77
4928,42.36
60151,55.93
22903,300.01
58843,721.3
46189,107.62
62542,27.82
432,55.24
27073,886.86
57449,36.49
25183,2278.73
16415,25.23
30540,1905.0
24228,429.38
41167,3409.55
40794,645.96
59539,56.02
38070,3296.99
25070,32.5
44151,751.99
23505,3163.18
4353,6326.77
55489,55.92
15560,387.7
12516,3637.07
43638,1145.46
61888,188.32
796,5616.86
14178,3799.45
21620,270.66
64796,30.96
60507,3472.39
6550,232.03
57888,32.15
34231,1996.72
43571,676.44
24039,1769.9
36700,281.09
15743,124.08
12875,24.24
37304,26.7
53757,995.62
45812,903.24
57627,63.34
41783,4115.39
11426,1132.43
39470,30.83
21902,59.79
12877,65.56
35440,27.28
2650,306.89
39242,3409.16
64823,1996.08
40147,53.65
3854,24.26
23544,489.64
61698,49.66
29956,56.35
36164,616.28
33974,3165.78
14950,4857.83
30760,12204.21
54339,32.15
39991,28.04
51430,880.35
214,163.46
60282,12416.26
47027,85.64
33462,26.72
57578,41.09
38214,103.94
47549,43.05
12666,71.23
53694,52.82
50095,48.41
60494,217.84
17192,215.82
28857,582.75
47904,48.41
54818,50.06
55918,55.98
35426,6240.36
5648,255.24
30616,299.3
63632,36.55
4654,1028.34
58352,4933.33
46091,8522.12
4830,2532.6
46550,1640.37
32151,46.47
12479,254.85
37184,602.2
13333,94.12
53649,3694.86
50999,3640.91
64275,1723.6
7985,242.24
14843,806.73
31265,2038.5
30885,1883.55
60790,332.67
51345,137.33
5047,3726.73
48340,426.04
32913,28.3
25754,1281.86
57440,626.76
56021,200.43
52591,28.14
60514,40.91
18029,48.69
46284,538.33
25599,391.62
43367,317.11
27932,544.47
18557,139.1
10679,261.27
46011,108.19
9402,108.96
54753,293.39
54026,11247.38
60292,76.38
42151,47.49
37687,47.07
36039,7196.24
34865,185.73
47917,49.37
44226,4505.04
34262,7345.9
55909,133.44
6260,799.36
63414,3612.92
5837,114.04
54771,32.15
2950,48.71
50899,3617.9
39394,12938.78
4222,136.82
13254,27.98
23849,32.39
17184,321.74
65470,4588.59
24156,9607.42
10714,46.85
28152,32.37
23511,28.14
58471,3423.73
32209,2259.47
61954,44.99
57457,3051.88
52716,63.37
18407,521.43
45008,329.2
29237,3813.32
41511,628.32
8503,24.24
1075,28.06
39810,9589.52
3577,532.55
54223,1154.44
44952,30.83
52981,2767.03
21691,123.88
15232,31.72
57043,16699.18
11508,7260.77
17261,1189.5
1910,48.69
792,176.59
63937,27.82
55393,4446.65
15180,94.1
64273,174.27
37465,245.58
37134,34.97
32256,9380.94
32315,6858.73
17002,2698.73
17424,10365.52
6604,707.19
13610,166.03
58901,141.74
22296,2689.53
45922,27.82
13083,55.2
37999,390.34
37825,30.83
57168,2543.3
43885,31.49
23817,28.12
18543,2155.43
24860,71.14
48245,5523.48
53084,55.88
33561,34.97
47276,48.51
34781,47.5
33444,1308.96
2498,48.71
24979,28.06
51709,133.47
3630,24.24
11145,78.55
65240,40.88
38482,60.84
56747,7535.74
40667,4649.75
5620,24.24
43893,1470.23
47051,7743.47
24271,28.04
7184,3675.29
21433,561.78
60310,89.85
34427,572.43
48094,27.82
50329,27.82
2118,24.24
12402,42.18
54554,1927.28
42237,26.77
57862,27.99
31478,932.79
55065,58.69
20561,4551.81
63802,21853.51
51881,2722.18
26215,2574.4
24064,431.86
57009,142.1
22447,1452.03
65534,1417.01
14903,24.26
40493,53.48
24982,32.37
60275,17518.13
5458,1180.51
2352,1157.74
401,24.28
57498,27.86
17321,94.41
64329,43.93
58772,16671.15
64855,32.2
14475,27.98
18300,24.24
38829,53.9
56250,119.71
54545,4553.25
56876,1273.98
28700,37.24
55414,172.64
10900,288.24
29534,1189.53
22423,192.53
56904,131.57
31883,447.64
11463,17.94
51108,130.54
58513,78.26
31409,30.83
2409,1510.85
7748,647.82
31095,32.38
5229,891.6
19352,1549.58
41671,5143.96
63843,49.74
10485,159.37
30313,1451.0
58751,1066.39
36777,646.41
3573,48.83
226,42.18
50870,3275.36
55704,27.82
63791,45.35
59620,179.19
19166,42.18
30815,34.95
42112,26.72
17371,71.22
57786,48.41
19112,470.73
38265,645.8
41040,1883.25
34413,620.04
51535,45.06
12853,308.93
25409,10400.66
35214,27.23
55182,2888.88
26913,299.34
58657,3350.02
37377,30.83
64687,32.2
45208,98.2
33575,26.7
27623,1281.47
13580,338.02
11836,24.45
11190,49.65
26127,32.39
41206,6079.82
472,12545.22
58835,835.88
20991,71.19
10432,65.55
35104,196.16
5430,113.84
54618,879.89
34910,48.13
30531,317.56
47967,134.21
52585,36.41
16684,573.81
48987,901.81
9800,48.71
34414,399.89
6334,31.88
25430,2487.28
14155,86.09
2722,388.07
55737,62.38
36854,128.42
50387,119.81
15641,2977.59
44939,30.83
40315,26.69
60340,7916.83
45284,959.9
23580,1980.97
36460,6058.86
47305,55.73
3443,3057.84
6574,299.32
53306,277.86
60331,36.49
12769,184.83
58347,70.95
18725,60.06
10706,1912.52
20134,354.12
10345,827.88
13481,4908.7
40238,34.97
34773,54.82
13440,189.47
54776,45.03
41334,625.18
27606,36.72
59456,6347.23
65169,35.16
14887,9630.33
31235,53.64
15402,3336.29
6485,2429.09
64853,27.82
59173,68.64
74,42.2
6835,6652.46
22327,5362.56
44759,30.83
34952,1016.64
40985,26.7
56133,75.43
57820,654.59
63368,1878.95
29810,36.74
14272,1792.59
48940,8663.5
43246,336.02
52097,32.12
22722,26.8
54882,311.4
78,24.24
35021,3051.81
8376,28.0
50110,27.82
33216,78.21
43163,165.65
55535,579.19
15042,4766.06
32338,517.55
56085,493.95
5247,94.39
39491,117.26
47137,4105.52
27032,56.45
28751,49.06
24936,1027.25
5799,3478.86
41792,30.84
39673,2060.65
25944,32.54
38395,866.68
19977,71.01
36676,60.82
14035,42.18
58938,789.74
24797,78.16
26867,2767.29
8863,33.95
4326,175.45
62645,27.82
28190,3093.29
54115,36.48
53825,2857.07
47686,75.05
31294,68.03
51406,27.87
10654,48.68
57121,27.82
26193,82.39
13107,1007.19
38927,6797.47
56305,2220.95
18902,988.96
34050,1950.58
56287,140.71
19383,85.09
7280,43.04
50169,3733.44
34391,3341.56
21817,25.8
41339,733.81
28699,3589.04
21295,1590.61
54858,45.03
19139,1389.48
15813,1791.11
3513,4810.92
58874,32.15
50005,75.22
37481,30.84
38019,758.44
4372,24.26
6139,61.82
65406,2153.27
59677,244.45
60018,4273.41
26761,56.33
57629,32.15
25046,49.08
47577,48.46
18228,43.23
8640,43.23
5590,24.24
2380,105.73
43266,2834.28
42296,844.78
64659,32.11
64592,43.81
52165,1110.19
22017,646.2
35854,543.8
36582,5559.98
53826,7049.98
263,24.26
20644,8402.14
47421,1133.33
31755,8379.42
63975,4675.85
32811,3762.48
17839,176.3
35718,2895.17
26690,2337.92
46020,2215.45
324,360.72
4999,43.04
54031,1872.59
60834,1826.15
50924,6492.19
7323,7985.79
21598,137.32
1759,7412.66
49079,718.8
44771,977.39
24454,54.01
62763,5851.59
43345,26.69
32237,267.03
32402,35.01
16065,48.71
11282,1777.64
54971,32.15
57780,8244.35
40178,319.08
18568,1370.25
41579,86.45
35565,1984.65
4068,2533.93
64695,12133.6
6042,540.1
40590,30.83
34525,47.5
54435,5506.38
15963,395.31
41730,5692.49
14185,48.73
33102,371.43
649,24.24
412,24.24
2115,24.24
50614,4683.58
48794,36.43
22680,103.05
53891,142.13
17370,251.71
44149,228.44
10658,572.5
34007,8653.45
44229,55.01
45323,47.57
24704,1319.26
57992,6862.39
63793,28.65
58660,3647.88
11460,3397.73
47227,520.91
27838,63.9
28783,45.54
5986,2513.6
4263,1250.19
18620,242.3
32977,75.2
49637,247.49
11967,39.28
48036,2331.56
33547,8002.05
29421,56791.27
17763,13907.64
60345,27.82
8298,24.3
41602,53.88
14808,27.98
52034,7066.65
10814,31.72
29,2656.59
39244,19.76
43860,27.34
63111,11948.79
42964,213.58
51126,1017.36
55110,956.92
17322,3178.98
10960,31.76
54184,55.92
56132,4221.08
26032,63.9
18764,43.11
53155,5369.04
30241,32034.29
27181,97.91
7373,24.24
41571,67.96
55517,2078.44
31500,910.93
23060,689.59
12768,708.05
58290,3422.09
48534,55.73
32952,999.35
525,1571.82
42251,8266.03
14562,31.72
35057,768.05
900,1470.38
39660,30.83
1958,28.0
33477,26.69
23371,20.76
61407,613.61
17102,42.2
33964,3952.58
48402,27.82
33185,1132.12
59336,8188.57
65649,3984.42
4720,1508.73
54907,3141.98
57853,48.41
41257,402.35
18537,202.77
60047,68.81
58883,200.81
45463,240.15
44246,56.04
43930,27.25
17702,1932.77
58000,38.83
44334,1322.7
56309,1089.25
20262,28.0
15155,1330.75
62801,2896.99
62136,236.07
13532,24.24
64947,40.97
10685,39.2
29697,109.36
52136,165.06
55866,2957.61
3844,24.24
64911,49.74
116,8900.19
42985,803.65
26717,505.86
24507,31.59
17496,1250.62
3684,48.76
3347,54.16
58106,55.87
13227,24.24
44308,890.63
9879,2614.43
25564,13043.4
10623,967.9
34095,69.44
20150,39.96
39059,3164.67
9886,147.08
25526,10693.3
23656,32.37
39906,56.26
34851,131.11
59316,27.82
785,68.31
6554,437.5
38051,60.8
8084,290.43
11985,54.16
62708,1697.38
40821,1132.01
54267,2682.14
62853,544.92
36903,13849.5
15490,149.81
58370,48.41
29964,49.81
38617,2192.98
46505,718.23
9191,354.78
57815,882.12
11938,24.24
12340,42.18
19391,55.24
23187,461.17
61249,20.59
17012,807.63
3257,747.15
52496,45.3
49251,48.5
13308,59.95
5987,43.03
16679,9787.49
63980,20.59
21029,1631.05
65420,620.22
3612,114.34
56307,426.96
64148,582.6
65673,356.8
40222,2682.22
22445,531.71
29965,48.8
36178,172.1
49629,55.72
47940,28.35
15454,2674.07
30793,115.96
62750,6423.99
44802,3279.31
61195,1413.82
14551,801.26
59029,1893.46
18467,355.33
2793,1112.79
2774,61.78
49831,80.62
18961,338.19
54608,28.26
4831,136.88
26139,120.64
11675,39.26
60336,7603.19
40249,408.69
39043,53.48
41615,5844.95
19267,1249.41
32985,53.58
49410,6520.18
64913,20.59
6286,48.69
24021,5842.58
8342,24.26
28670,771.83
32674,28.04
30172,2652.33
9215,24.3
24339,31.12
218,48.67
8677,42.18
56927,32.15
58140,62.42
45927,191.32
48448,1962.14
63838,28.74
65358,32.2
54221,1459.06
54292,674.79
53229,519.46
616,65.63
56298,32.2
44384,731.15
27452,56.33
62323,37.24
21392,1630.51
35787,4195.51
27579,640.27
43939,48.3
44324,131.61
64743,4231.49
60916,2060.21
8179,1549.79
28007,487.15
20125,2811.44
31671,734.24
13036,3677.53
44163,4628.21
18742,603.44
31094,131.78
60278,1043.26
27723,523.92
63331,627.83
29644,630.49
9202,8187.86
64749,49.74
21108,6585.02
59019,1227.76
39913,114.55
7921,117.42
28880,797.85
44714,353.97
16825,3599.91
7663,8377.32
48784,251.19
20324,132.0
9669,1192.5
28334,4558.64
60108,1290.04
1258,123.59
48925,49.29
27834,44.23
60337,1807.93
45825,57.84
35836,2649.37
35797,6152.8
31552,86.48
28499,85.33
42014,5116.36
3726,24.26
56936,560.48
15556,116.61
35353,96.87
64986,794.9
35921,6075.56
18839,308.97
16126,9502.27
16157,10403.26
49465,4546.14
10617,2433.52
13621,1307.42
59817,2192.68
4705,2011.73
10116,65.19
12215,1128.71
28806,660.14
20672,156.35
36966,2193.04
25348,117.2
36621,8107.24
60958,14830.27
40240,46.52
7282,6915.82
41554,3055.19
56143,45.16
13351,71380.2
17910,65.48
18042,1974.12
27735,97.76
59200,116.72
41470,3012.61
17663,1245.87
18243,28.12
45355,61.3
64040,763.75
41708,78.41
30725,34.97
49277,2192.5
36997,60.82
55103,9022.88
50031,20.59
41746,779.15
14252,42.18
51510,27.82
23102,50.93
65411,42699.42
8512,24.24
28557,4273.63
6182,4739.39
50588,48.41
56313,116.42
54863,8295.96
20096,988.03
106,26.41
5480,270.24
2484,747.36
48926,32.12
8353,17.94
59912,1160.72
20774,6988.03
3261,988.25
33804,536.14
7724,177.2
48233,49.29
44477,118.06
35764,31.41
38084,12597.23
33941,30.82
41255,6651.84
59893,1691.71
18263,39.34
5634,28.02
32966,103.36
36452,2305.1
8715,42.94
13473,4671.43
31060,1119.33
31756,46.46
50822,70.85
3424,131.68
6750,27.98
41168,5482.05
26402,41.11
32664,46.46
56694,2757.71
4582,4975.29
23423,3442.39
54965,4108.18
56794,1303.35
36653,6209.41
35468,54.61
31468,911.06
60821,476.87
2144,14566.85
37111,111.67
62820,1606.02
6568,10237.91
32537,228.86
28889,71.45
31707,47.49
23899,32.37
40907,30.83
48997,32.12
47428,49.43
6045,6560.55
37435,30.83
39779,179.68
49979,12236.6
19781,28.0
51582,3782.46
34841,520.27
22272,204.43
46520,406.87
22356,148.1
7242,4647.78
25463,1607.78
54682,503.74
59871,32.11
47707,112.67
59710,32.15
23012,2987.29
11885,536.96
12807,2615.92
39141,627.84
38103,21052.24
9770,177.3
58201,3116.65
17752,24.3
11809,536.98
59124,2567.89
8390,24.24
43608,16735.22
19344,766.61
45864,27.82
16246,503.73
26380,1120.42
18287,5808.72
60302,165.65
28010,562.93
57163,49.29
31470,1176.27
30602,390.48
60063,90.57
49717,741.99
33101,2048.85
49322,45.04
45338,53.93
3402,65.38
45088,1817.95
2305,150.34
8498,24.24
15087,807.32
54045,313.15
2364,28.0
58679,2379.6
65550,160.98
50766,32.11
56920,646.94
49523,202.14
48692,79.58
56069,32.15
57926,134.09
6444,270.51
32117,28.98
38882,26.72
7525,54.33
48388,330.76
44691,39.11
12084,43.28
16947,2252.73
46507,70.89
18658,28.12
19671,967.91
5838,4315.43
20393,48.59
28913,32.39
35892,889.66
49176,501.46
16236,32.13
22738,24.75
20804,48.71
59131,5885.0
7045,31.72
31999,266.53
48942,5522.15
10633,308.59
50202,55.72
56825,48.41
47575,2583.44
938,163.24
62833,1737.15
43299,55.18
55155,1431.18
24466,264.81
25275,56.31
26269,1166.09
31304,390.75
23453,6660.04
3771,24.24
64469,351.55
15473,1751.09
31467,60.8
12926,42.18
48998,9808.32
39386,8029.02
46749,44.71
32939,161.63
7633,321.96
29331,32.39
63911,63.56
21323,3314.92
22139,326.46
9706,9599.52
11837,727.18
10257,1187.35
46243,38.77
33177,48.8
37571,3597.51
48413,40.78
9846,24.24
50721,29.26
31752,7328.23
37830,5039.89
18634,116.62
2971,969.28
12519,536.93
30441,467.58
14325,28323.72
15970,1248.71
44807,317.53
25541,53.04
35477,969.75
36843,889.09
34789,546.78
52860,189.04
52710,520.91
17633,61.77
48435,65.39
53183,577.67
64905,117.4
33260,34.97
19029,5434.58
5781,2594.31
62013,27.82
61323,6911.05
8835,707.14
6419,70.19
34096,46.47
2919,35.6
14991,929.76
54211,926.38
7749,94.8
35358,31.44
56296,48.41
39131,30.83
38554,4961.7
8554,24.24
61799,28.0
58756,63.82
23833,701.9
13520,646.89
44484,8342.55
869,587.25
44943,30.83
49615,902.85
3391,176.07
46837,36.21
41043,28.04
32921,89.3
33638,30.83
62378,3131.31
24042,109.49
62520,4921.41
62862,2822.15
60748,70.8
9776,602.95
64761,44.99
38928,556.1
25215,79.0
38533,1706.94
605,32.81
4771,2331.74
13743,1480.67
53570,20.59
2789,24.24
47536,8088.83
42870,34.95
37660,650.32
64411,681.55
47825,549.67
18694,48.71
29212,48.82
33649,30.83
56412,19076.46
51920,5873.01
64373,32.11
42725,13226.2
32364,3872.85
48646,330.95
60980,40.91
61672,7069.78
59271,49.37
20661,42.18
12820,1510.31
8752,48.71
58063,2055.43
40579,30.83
64247,313.8
9797,1469.54
17976,2956.91
13535,42.94
9082,39.28
17589,48.71
62810,3921.65
11750,570.16
35595,1343.01
11659,7383.53
64027,12237.61
15663,288.15
23032,41.28
45547,52.18
2849,1050.56
9009,328.49
4236,31.95
35265,859.62
24044,1120.49
43988,1105.64
31249,60.8
13127,42.53
18806,4837.24
54759,32.15
52997,48.41
30805,822.45
53764,32.11
5291,6878.98
60830,16255.3
4272,1028.0
6125,24.24
37521,2945.21
48780,40.78
25211,1792.44
7788,27.98
20642,867.76
45335,54.14
3827,6582.43
58788,2322.11
47248,20.59
53620,233.03
64843,8291.21
45240,3822.75
33705,2656.89
27534,14354.31
24119,1375.36
2065,2417.04
56727,327.32
39426,1096.98
30322,28.04
18150,3317.03
2466,1550.19
29111,50.0
57428,40.78
10298,504.32
12198,1289.2
46176,577.22
44286,31.65
8963,1029.21
12406,404.44
13869,3560.16
3650,24.24
65303,32.2
14780,136.94
7287,189.93
15246,3559.56
30846,2338.96
28733,28.04
53332,366.17
34714,85.12
44458,9890.84
29742,28.3
52878,48.48
41484,10289.7
20305,39.28
33414,30.82
22332,3889.27
13175,687.25
7506,606.76
6261,354.17
6043,4698.66
1860,94.49
18184,667.05
29363,1281.46
12648,7597.7
27437,2861.98
26377,13014.54
48518,368.41
12552,504.04
9677,68.28
13480,1680.51
14184,39.36
64046,44.99
7140,3355.39
9950,24.24
24967,333.61
39558,30.83
13331,24.26
7062,2198.21
51695,7656.82
28675,1269.43
37330,955.33
41723,573.11
26703,724.84
63955,1931.5
52748,70.1
57157,20.59
5890,242.27
25282,14462.13
38324,627.67
30925,536.89
23874,108.59
35930,14132.77
16466,94.46
23998,86.56
62380,523.43
37185,3365.11
62664,55.87
26006,371.84
57809,63.44
44140,605.2
62393,2307.5
34357,31.51
40218,54.66
45508,20.59
63804,27.82
37927,22595.89
40634,172.13
29735,28.06
32468,5142.89
37340,6992.66
22058,1088.94
14962,27.98
51133,7574.65
46633,1711.22
47355,150.77
49709,32.2
31586,30.83
17776,215.48
1363,28.0
54529,4800.87
46963,27.7
54548,464.69
39661,2354.24
55743,32.11
25850,544.24
2201,707.18
19165,8448.16
54483,21661.4
48656,5632.24
10921,123.73
51580,27.82
31440,427.58
61438,206.57
52428,4929.62
32826,235.02
12658,11306.83
26909,5808.24
49883,354.2
10056,2172.72
35274,207.51
64493,618.28
10267,605.79
34130,111.48
10091,223.64
44526,408.18
58390,673.89
35129,2313.39
13403,71.53
22525,74.64
61626,409.46
49113,1824.23
24550,27.38
16023,19238.0
26932,249.42
27011,782.4
60730,9410.09
42733,79.03
15441,4908.29
30002,28.18
52272,36.49
51549,44.99
38053,30.89
951,2035.0
20519,27.98
63536,99.91
10829,28.04
35677,36.98
65159,6551.7
51801,2469.57
52368,903.21
8845,71.21
64533,36.59
24739,44.79
629,150.33
27240,582.96
39148,26.7
35866,3681.27
41135,977.63
5244,123.75
36501,800.73
45512,27.83
64233,487.09
43636,31.19
52480,8123.74
19816,388.08
28377,352.73
52470,6172.95
24000,65.37
30312,1677.06
6552,24.24
25872,1723.69
63993,48.51
65296,27.82
1701,8021.51
41057,30.83
15837,4500.68
54956,20946.58
13712,28.0
57887,3808.98
33835,53.48
16322,35.54
22021,25.81
45784,52.79
5495,7100.21
55883,790.03
16644,43.09
51525,36.41
53540,44.99
2673,189.2
11139,17.94
30787,9405.98
25670,371.94
65068,62.62
125,17.94
64922,1911.66
39580,1643.33
47750,3526.79
60887,3291.45
30923,2259.51
1823,2092.61
7784,104.26
36625,30.83
10902,48.73
20258,27.98
25110,52.26
50349,32.12
25079,36.74
50,35.46
52017,10522.18
45775,596.2
52478,744.03
1058,1983.06
53855,141.99
37051,26.69
60612,85.78
1011,24.28
53489,812.78
64678,126.86
44651,1927.59
33214,86.67
40293,3917.66
25108,32.39
51872,97.06
36197,536.81
19509,2415.72
3812,27.98
19173,337.59
53208,27.82
41482,208.52
10264,2611.19
20604,35.96
32184,3851.94
5533,24.24
35324,224.95
2164,646.79
18352,24.24
4992,1690.76
42834,627.48
63847,36.59
38378,1684.88
36993,30.83
13231,1612.75
10373,2652.63
43850,7370.54
64942,4037.57
24887,16128.89
42621,47.72
652,24.24
25817,63.94
8614,71.45
15477,31.8
21573,2749.8
4901,123.78
39500,1948.53
38624,53.6
1646,31.76
56653,107.46
31926,93.1
51216,1753.79
7227,42.18
4945,48.55
47516,4013.58
63401,371.38
13913,12913.58
32316,3961.91
14680,93.9
40014,30.83
46263,62.18
53192,68.74
28147,49.42
62320,71.02
63746,236.09
55262,202.13
40587,2613.39
19285,1188.93
46394,625.67
53352,36.4
34440,2339.21
42633,2656.79
38267,218.87
1669,1028.95
40097,4859.45
36932,888.86
45650,16490.3
2632,766.96
22376,4169.65
54824,1689.56
33502,6650.26
65133,32.29
19744,504.75
25015,29.79
7273,6865.86
22758,18145.21
20623,42.18
46437,109.29
11085,24.56
18436,3579.06
26821,69.18
18258,24.24
8311,2332.27
42373,3542.49
34894,10485.83
43884,31.49
10028,503.65
4189,288.65
3956,42.18
28452,32.39
60718,579.66
31140,2094.86
27273,2165.03
36092,932.3
35139,266.78
28784,45.42
41884,182.37
617,24.28
17331,39.31
47388,176.74
62037,953.41
64044,27.82
30096,544.36
49594,63.37
26826,1257.63
46943,27.7
43715,936.77
14096,78.73
10042,146.93
45368,54.02
44981,3718.01
47189,36.41
16662,150.24
28250,5348.85
21657,27.98
25274,30086.41
17772,845.5
16671,908.62
22591,49.42
55557,597.89
37618,3895.78
64228,2242.96
11345,2835.05
40891,335.55
52249,440.59
3259,868.1
7639,807.0
65288,5465.45
20792,1449.68
33800,19.76
64617,600.32
56683,63.44
9608,7690.78
1517,94.27
64372,11450.53
13397,4482.82
12920,104.13
46366,27.82
63026,2716.94
16909,24.24
45148,8779.19
33452,3408.33
40387,19.76
36703,39.06
32087,317.11
44891,47.38
35150,1681.52
33064,7799.47
40472,39.11
50753,5146.93
58263,574.32
58721,12906.68
26831,173.56
4906,176.67
65198,86.29
29279,28.08
18987,3075.78
40007,26.69
59357,49.29
15313,24.26
39169,43.26
64559,20623.6
9305,361.07
29428,10619.36
21865,27.98
11204,3296.92
42383,831.46
61423,18291.19
61379,288.45
36471,68.01
15357,454.03
34453,1428.92
25350,224.87
26546,9880.82
44041,2351.78
35697,207.33
41429,800.04
32503,189.08
17275,866.61
7388,27003.94
17477,1850.56
23107,562.68
20534,1850.44
14574,35.52
26448,56.35
44853,26.7
31830,4094.09
61734,71.02
30794,46.46
57958,32.15
25793,32.39
41104,3388.21
55289,40.74
18851,1854.79
27818,56.18
39704,252.02
14885,740.82
46170,351.01
22502,26.51
11015,55.2
57847,997.24
3234,1590.56
52799,1411.21
23096,225.29
4876,4476.05
38857,30.83
56203,2543.02
57909,71.34
61373,1638.83
22523,423.53
27199,1098.11
8824,24.24
4459,3134.99
28069,173.66
59016,27.82
7216,1771.19
17840,242.22
59310,789.8
12887,2714.98
44055,2261.16
49419,202.25
57374,8347.75
61218,1768.21
55191,32.15
64723,169.65
41238,252.26
20035,27.98
14841,42.2
13663,31.76
40936,182.26
860,28.0
5406,24.24
3870,189.75
27496,32.39
26798,659.16
1642,520.55
7474,847.89
62882,108.48
12386,305.05
1222,1250.8
11731,3234.02
5446,48.71
51504,15104.51
977,451.93
1377,28.0
45979,2885.5
30268,105.28
9740,8496.84
59679,952.34
24890,522.81
53638,3792.27
18062,503.8
65255,132.65
16241,28.0
32370,26.69
61588,235.81
58847,5531.27
44743,34.95
55137,36.48
45222,1200.29
53595,27.82
15648,437.05
47608,5007.88
42873,41.12
21661,27.98
62572,5139.76
39466,39.06
56231,55.92
35950,802.53
20670,1733.21
22044,3657.32
24533,31.65
42952,145.03
42587,6625.62
15688,24.26
59109,951.22
56318,70.95
29603,97.89
39460,2764.08
18296,24.24
51647,49.09
33921,2259.27
23079,2882.05
60259,12494.46
57864,927.87
32578,6443.26
47180,177.4
57996,2287.18
31634,1994.16
14301,590.59
19748,74.93
7970,136.93
52483,172.12
35006,1101.02
24729,1698.92
34481,43.89
20771,7813.87
26963,1422.95
24243,3422.01
56781,48.79
51255,539.25
8186,1370.14
43686,4267.12
48621,78.41
61911,50.95
55109,1001.39
12637,32.13
9051,520.38
34963,6151.41
45890,70.85
40877,1132.11
54253,566.34
7754,109.05
25496,258.0
5208,24.3
21302,271.9
57789,3581.26
54212,6585.05
34332,1462.9
22121,13535.76
31118,3766.68
54401,2151.71
65664,294.59
5269,78.55
9711,1208.88
23556,51.55
49608,10504.67
25868,32.39
11906,202.61
27631,143.56
47146,64.49
27266,41.14
7088,3617.04
30053,45.44
54452,150.92
15738,2773.76
25568,2139.22
21110,48.71
24970,56.35
35575,61.69
55488,2381.26
40643,103.37
52893,85.73
28436,265.35
1403,827.56
24406,264.73
29330,793.67
52033,368.57
51365,63.37
3997,27.98
34189,22.19
45730,55.88
47457,3276.37
46122,131.4
22640,6629.78
2205,769.87
31501,53.64
53473,985.14
37934,6260.58
8260,189.66
23454,206.82
36403,429.98
61531,3925.36
12020,24.24
62574,546.2
35648,67.24
41582,39.11
54140,6993.77
50650,32.14
23888,48.84
22321,117.53
42916,78.21
25733,45.38
40276,26.69
22692,53.45
23223,1050.18
9254,420.29
10069,31.72
9689,1810.5
52382,1340.24
56889,5099.92
8637,48.69
23853,1189.43
46473,19387.9
59485,32.15
52982,3574.6
16405,104.07
58997,7799.71
35561,128.63
35022,1893.7
12764,136.85
7575,5471.71
50137,400.2
17358,42.18
46040,68.7
62532,11042.43
9510,4293.34
58684,36.4
25375,32.39
59763,55.87
5239,866.66
10913,337.96
63253,1500.01
29935,3000.46
37199,30.83
40477,30.83
60563,48.41
55084,18652.77
12027,3892.71
30867,4.89
44193,3023.21
34859,184.06
24413,659.6
2129,24.28
35805,213.56
41526,54.81
56934,293.89
25861,56.71
60527,32.15
42664,75.96
46004,425.52
1925,908.69
23662,188.67
13492,1400.36
52262,8146.92
23146,422.49
28908,4528.85
44362,44.36
39916,48.87
54600,263.57
4596,24.26
46764,55.43
45996,2426.37
34583,130.25
59094,365.92
50989,1868.86
56504,20.59
59819,5829.45
21561,7123.8
13693,116.28
42483,30.83
61647,975.33
54361,3128.61
42826,46.46
21619,27.98
48613,4628.3
44918,756.16
42266,26.7
947,7315.89
8965,667.06
6215,43.41
4043,27.98
49512,217.28
46203,28.61
18580,2755.83
5764,255.15
42195,574.9
44189,306.84
62256,116.76
37319,2417.18
57743,593.99
29118,32.39
2056,39.28
12907,93.94
64477,1720.15
57202,82.0
12049,3782.34
7275,42.18
14198,24.24
55507,40.82
37397,3873.27
63223,75.68
46630,99.05
46403,96.92
43581,26.92
18733,3377.94
45145,1024.18
56153,49.49
40856,590.83
12348,123.92
64805,37.78
55631,7459.46
45925,49.36
41468,518.16
9780,49.85
36184,2016.91
47580,49.37
31305,2613.11
27136,28.04
52787,3252.69
