,VALOR_FATURA
31199,32.38
46723,34.97
38918,158.28
51419,6145.3
24199,32.39
23338,2398.1
25968,581.92
35406,223.72
25323,6217.45
13065,42.3
38673,223.03
12126,24.26
11521,3579.92
39635,30.83
57510,293.24
16604,24.39
26040,6332.35
6856,24.26
17766,503.01
10638,24.37
39271,1000.69
4003,24.43
57931,425.69
33781,26.7
46564,50.11
28704,32.39
27290,49.71
24420,3373.16
55024,125.78
32025,5711.27
17529,1349.74
17973,162.94
61634,474.11
25358,28.04
26680,51.92
15395,647.33
30631,711.49
51522,49.37
26921,48.8
1614,1510.67
46561,1226.31
45842,27.87
39238,2322.74
31127,2048.78
561,404.29
40380,93.13
30544,3832.77
38392,157027.62
14646,321.48
208,48.73
47417,1847.47
522,2476.05
26160,63.9
64262,4674.95
6463,42.18
23837,131.85
56020,212.93
46902,385.67
63502,72.84
24535,31.61
26190,32.39
7054,194.49
1914,146.71
9834,24.28
53733,1159.06
16504,24.24
24303,26.96
1802,3989.95
34366,723.86
11245,788.11
47816,32.12
54116,18169.25
1325,9283.09
64572,28.27
2753,24.24
23981,6441.86
56788,32.15
30332,219.11
53696,75.4
50949,2052.97
44354,35.92
52616,368.7
57012,70.95
22841,27.44
39544,1157.09
17700,13405.34
18980,1269.72
3923,93.94
2683,1573.4
26834,4912.82
1103,104.35
23996,771.83
57416,62.51
39520,27.15
22984,56.96
5810,1649.41
55799,1579.25
32563,1397.58
17021,84.63
33308,30.83
48398,463.8
3598,2402.31
33445,53.64
382,123.75
9198,24.24
34249,1927.8
62736,9253.35
16798,132.03
25479,416.92
14738,1751.54
52085,6414.63
5241,24.24
18936,1630.5
13558,521.54
8300,24.24
6098,59.93
7420,24.24
6090,7242.04
23055,700.72
39812,371.86
38044,822.7
57297,27.82
42852,39.1
37231,9407.5
9228,586.34
50457,32.14
42668,53.79
52164,5547.66
1994,892.47
25367,56.35
11926,532.55
17330,54.55
55180,587.09
2250,229.07
58820,1145.44
16913,1098.19
23677,101861.64
51105,27.82
24331,2349.11
6619,2151.99
44876,2347.92
31719,53.64
53028,68.72
25084,777.47
6855,24.24
56084,655.19
29737,340.65
14923,28.06
29076,32.39
30006,887.71
4979,202.95
17098,606.7
37121,86.68
8313,55.24
53335,81.89
46511,55.88
45174,301.03
11340,24.24
42546,3720.12
48902,1248.45
43698,153.33
28409,32.37
21502,48.63
58583,55.92
3342,948.6
55797,2725.2
29262,352.74
7954,35.52
18682,55.24
20470,27.98
21874,65.4
32188,4094.85
34637,155.76
59922,48.41
14786,24.24
57808,618.14
25592,109.17
33269,46.47
28346,79.01
42262,409.47
65211,1854.9
46399,63.37
47810,27.9
63643,3022.7
41174,317.51
60596,9557.35
23416,32.39
19739,31.72
17225,28.15
2156,1249.76
16480,1791.38
61279,142.29
2274,84.77
44344,14086.88
37634,137.11
55074,29.74
59864,49.46
42963,822.77
6410,5286.63
20436,3238.23
41910,53.59
19280,1731.03
27168,32.39
46602,1605.36
22862,3303.52
21431,4908.58
36069,19.76
30993,136.11
23098,1180.29
4472,24.41
59086,45.42
65266,28.18
45582,2862.79
62177,563.67
12656,94514.67
15036,3915.9
37813,6676.75
15900,4104.65
21866,27.98
23890,3444.85
5016,1369.26
39980,214.14
5206,68.34
47451,15630.58
22087,78.91
48499,97.47
37339,2459.21
56037,40.96
13521,136.9
38934,6757.59
46076,6740.01
31264,26.7
58009,2263.33
46434,48.73
52140,1385.57
23172,99.62
28448,48.8
65430,65.51
58082,27.82
3504,1020.33
54615,1644.95
24544,2521.46
51028,168.08
6691,65.42
36105,463.68
33010,34.97
47013,40.57
48134,32.12
37444,26.69
63471,50.4
28203,246.8
37080,203.68
36377,9799.7
32669,2016.32
45188,300.01
60986,120.47
18586,586.1
1531,747.63
2224,24.24
8343,48.67
59208,5342.78
19741,104.37
21424,27.98
63687,540.62
10207,24.24
36652,26.69
16114,43.55
39092,518.08
8117,49.92
13715,1008.33
55096,187.72
64928,56.64
40943,39.44
36311,99.82
22488,1689.26
56167,5694.84
7634,12388.99
19300,488.26
34257,48.81
14997,48.73
45836,948.89
28804,56.32
29456,4421.9
19803,74.84
50058,44.99
22668,94.48
9328,23474.77
36372,1485.31
648,185.28
8526,35.46
35949,2037.89
55217,768.3
6670,152.29
35724,7452.88
43164,10394.46
20978,146.86
19768,34630.84
13040,156.43
55910,573.91
28568,2024.78
3420,24.24
24172,525.55
64430,152.42
17598,487.25
54657,4527.49
4748,1047.9
26118,125.97
1927,968.86
42658,299.58
28378,844.4
64636,5004.15
51061,27.82
47379,70.83
27638,120.33
23354,36.74
34750,28.04
25292,109.25
35396,122.51
35219,31.44
65292,48.51
3670,24.43
39323,30.83
42055,536.47
15400,907.88
57610,4137.93
54425,597.65
52923,130.67
41804,8031.47
35212,173.71
5928,28.0
35386,105.18
6825,707.43
32954,20.76
22438,53.2
43102,67.97
34615,472.78
55119,5341.18
56370,1963.17
45327,4414.37
45101,59.76
60458,368.37
60304,696.79
38472,518.2
15308,17.94
42307,1286.78
37359,59.66
45332,3428.8
21311,42.22
62545,28.0
7642,5110.49
61085,55.92
11853,1069.73
61243,108.14
45004,444.96
4502,114.0
48516,40.75
61082,2935.27
57525,3029.92
42627,1552.15
10647,254.85
54286,5503.84
13868,2011.85
64465,49.31
34669,4053.71
19906,71.25
33865,3655.44
43570,609.09
22322,598.21
26050,4637.95
54620,63.43
15316,3337.98
28493,2629.79
30300,63.9
51914,1512.88
52120,6360.44
63128,12042.73
22549,975.34
5518,24.26
38162,2347.55
51519,71.05
36828,93.13
19060,1030.54
8816,728.79
40592,26.9
50353,32.11
28853,1839.08
53567,4415.67
51715,50.77
11219,2895.51
64037,32.2
18717,2755.97
25159,249.47
50197,3274.49
11656,1469.99
27447,701.1
13162,4791.15
16058,28.0
48386,6850.01
31132,28.09
15981,1329.18
61262,14240.46
44975,22978.35
46110,40048.0
61738,1002.85
62424,117.61
33027,701.84
63794,28.09
59037,27.82
16712,404.02
63150,3464.09
12112,4341.26
30918,153.3
27682,224.45
26071,6495.78
50229,36.43
60443,49.75
26842,338.51
33172,114.68
59761,7552.63
49237,63.37
48215,75.17
35053,34.55
57196,57.23
20189,95.52
53849,388.23
28791,1560.86
23063,88.69
50848,3551.65
52451,108.31
13228,395.35
10458,4222.21
4817,767.58
53445,108.8
8220,43.11
11862,2054.44
23383,3999.79
34208,7965.87
62676,40.7
2720,1228.5
11408,222.95
15149,42.18
36902,9667.39
1082,1812.57
45270,46.65
35416,2290.59
18141,35.46
14359,580.39
18665,3759.94
50711,7143.64
33134,5352.3
56987,32.11
60913,674.26
63014,27.82
35634,3094.99
9037,150.26
25090,56.37
1026,1253.18
36587,281.23
13888,5926.92
8688,305.98
55796,32.15
6273,55.22
26739,817.77
15569,1791.57
10731,24.24
8233,1996.93
42837,65.97
32467,651.14
30970,30.83
43397,53.64
35367,54.99
60566,159.45
42690,2966.97
20817,2996.7
54585,120.52
61872,249.53
29372,32.39
26552,748.34
43363,1088.03
11443,123.66
61030,2523.49
11485,189.53
59741,133.48
62183,7621.77
55418,78.47
47819,32.2
8536,242.16
37419,1273.8
56514,1477.61
63322,6195.63
51541,27.83
11428,24.26
30581,6261.54
45613,2404.15
59511,90.61
46151,742.08
12224,421.86
23851,180.96
17158,1730.45
17937,42.22
47619,2374.42
4330,787.72
38837,5145.0
46843,27.67
40563,2912.64
47446,653.66
50624,834.05
46599,36.43
28028,143.2
37844,690.03
64682,6056.34
63464,368.37
20108,28.0
26734,257.89
24300,31.14
34444,225.93
10131,24.24
9505,35.46
8772,1369.82
47293,78.87
23123,45.0
41058,30.83
43839,5309.73
26445,250.59
30915,43.23
11044,4506.01
62728,40.7
44523,8473.96
18744,261.41
24122,45.44
37439,111.6
21615,1289.59
36006,760.15
52855,32.11
6739,1428.3
17356,42.18
9954,74.91
23407,28.25
9097,1650.34
64740,5198.62
7710,16223.33
26258,32.39
13503,28.0
44396,31.65
23910,28.06
44232,35.86
19904,1972.1
13102,1561.64
37059,30.83
4202,28.0
59117,55.87
27221,71.39
48256,995.33
35182,4103.96
17277,8491.84
61992,27.82
45312,61.17
32305,82.41
53045,159.68
30249,48.82
58213,1828.33
30358,32.39
42812,586.61
56169,3186.59
6116,5493.86
12572,1149.65
11495,2012.29
12737,6987.58
55013,6503.45
44887,39.11
27717,1213.31
19410,607.08
62573,1282.11
63699,9041.93
18449,203.57
64426,5023.29
15804,48.63
65127,141.85
45055,2834.83
24249,2560.1
43058,1773.88
9088,5450.08
50369,48.42
52823,1408.84
52203,27.82
62115,4821.99
64213,46.92
61852,551.07
5515,1609.13
53666,32.15
12364,48.72
19134,24.24
18281,94.43
57291,757.18
46941,31.99
23358,3402.21
18106,1530.89
31887,371.78
30089,28.06
15977,104.05
37532,8913.38
15023,24.24
22305,514.28
34590,14723.12
30222,4277.1
54813,32.15
9341,78.87
63202,55.98
49580,32.12
5403,24.24
25617,56.37
440,61.91
26568,32.39
6849,1629.94
7611,4106.96
59776,32.11
20802,3161.95
40720,30.83
58328,124.82
50317,1570.69
54914,1137.71
17032,667.13
53092,27.82
2841,1610.08
19620,1091.18
54067,4132.71
62000,187.4
56688,445.79
52686,611.16
42271,30.83
47909,81.91
11386,1384.67
1825,590.17
27392,5104.92
19454,6039.19
32927,245.53
4426,74.75
47482,262.79
48176,3366.91
55783,617.27
12047,19204.64
35791,1095.59
12117,279.91
57444,34038.31
42652,208.67
62504,32.2
61280,2202.22
61610,55.98
59571,350.53
21148,586.51
20755,48.71
8100,3539.05
57022,49.29
639,18.36
63184,655.88
18076,4956.31
19697,6303.8
9518,470.35
35278,4326.87
58223,32.15
26207,45.42
49779,32.65
33634,408.66
5008,202.63
34036,43.23
63594,75.87
10013,6370.45
31901,208.57
17723,807.32
3045,42.4
58281,4343.01
28415,486.31
10147,10354.0
6697,1631.36
18982,28.15
33577,1064.74
41099,30.83
44165,380.6
37973,3892.52
46278,1430.31
24023,2467.49
42859,889.11
42931,148.44
41928,82.3
34204,179.13
42629,30.83
28871,2605.34
28288,3488.84
65600,2066.6
50707,85.59
25034,3231.53
11427,24.24
23376,56.37
46061,331.75
53759,1345.25
43485,26.69
11198,24.24
50394,124.99
40852,26.69
778,1754.31
59809,2973.56
51820,141.94
32220,39.11
34117,194.08
50101,168.36
32693,7090.91
48025,53.31
41308,390.47
5624,79.58
60452,48.46
27938,621.21
63177,81.46
28540,2513.53
55875,32.11
40770,536.51
48636,76.93
39785,8603.11
48059,27.85
53214,55.9
28220,2211.35
13125,1129.14
10545,487.26
39337,30.83
5193,827.37
4094,24.26
32648,57.35
25227,36.74
23395,1026.95
62356,33.23
62243,1276.99
50953,4516.71
9026,1128.93
15612,24.24
12866,418.03
25030,50.42
48471,20.59
30073,36.74
35424,1093.71
26673,302.67
24808,1178.74
3337,31.76
14372,552.97
33303,39.11
14414,24.26
17457,7222.25
15071,49.12
61552,313.59
52567,36.45
19213,1871.65
1015,123.83
38314,1176.67
42261,1084.86
11124,7671.5
22781,3652.74
16367,65.53
1713,19968.31
49798,11263.03
5839,2932.86
33917,4859.49
26741,56.35
59502,56.27
62459,335.05
32778,2324.83
62141,48.51
53631,2934.64
7044,304.48
34745,69.15
52594,787.68
45020,128.36
24642,55.3
64611,2067.53
40605,136.07
18567,55.38
26438,2489.06
41573,1292.63
45919,55.9
54460,40.9
50922,3640.91
23166,48.19
18618,28.0
62522,27.82
61571,743.73
29549,6254.58
3913,1611.45
2847,787.12
30405,22607.63
3356,165.77
28404,1213.15
24597,55.26
46367,33441.21
11046,17.94
24287,41.3
46226,8799.8
25940,36.72
45002,1685.49
19882,2133.98
53334,258.12
20656,3598.44
45269,26.82
52722,58.7
45670,86.14
58729,210.46
12845,1832.43
45952,155.84
64549,12776.2
23249,63.9
21164,202.74
52513,718.78
50115,27.85
62578,36.49
49576,11369.51
4889,39.39
4314,1268.97
60444,2476.69
43021,281.09
46247,805.64
25707,32.39
50832,1962.67
16803,116.63
37587,46.46
1364,970.62
63473,314.29
26155,42.78
50391,20.59
9968,48.57
49275,1155.56
40388,3961.6
25042,48.88
16412,648.5
49020,247.53
64949,36.4
8242,74.85
25364,79.08
24003,20.76
19411,1892.62
19508,3885.56
48351,4060.53
22927,53.18
25294,97.78
52130,6817.27
62056,791.5
47192,29.57
53156,32.11
6428,24.24
58256,4430.21
65117,388.99
14656,24.24
42350,75.27
3943,123.94
13465,991.74
36052,26.69
45822,30.34
41732,1752.0
64587,4400.25
15548,28.0
56650,2404.9
46032,2422.93
49215,27.87
6584,312.95
4149,807.3
34754,35.63
19749,3016.92
9825,24.24
36510,34.94
20641,24.24
53800,32.15
19301,101.43
39469,26.7
25116,32.39
30712,55.31
50572,32.12
60766,1298.48
14014,109.35
36244,5222.92
23795,49.0
21829,553.58
38025,844.6
50881,133.44
50526,48.41
40696,150.77
26861,32.39
19998,4908.53
17373,55.68
41565,53.63
22898,308.57
12175,131.54
31280,30.83
12492,61.75
39136,53.48
56644,1112.38
54376,62.17
43913,227.6
27604,56.35
45033,27.68
27020,41.1
8227,24.24
15615,1290.01
55764,1408.59
58316,1019.33
42438,335.99
38122,266.43
22556,56.06
15055,42.18
13038,3337.99
3652,2214.07
47419,49.36
62001,1484.71
3533,520.96
7671,24.24
31070,323.99
49980,634.52
28828,28.06
63196,203.85
31022,32.38
41692,31.06
40046,1618.75
65074,78.71
64569,36.59
52631,48.41
960,488.12
9891,177.64
39561,56.18
16748,2053.8
11169,86.09
345,35.54
21750,481.5
28192,1189.69
26078,910.66
42683,30.92
55628,97.96
37637,4209.65
63279,467.81
44271,139.75
11966,626.18
18229,24.24
45203,1711.16
19754,4248.9
24929,1471.42
28616,957.39
23986,357.35
54931,35016.95
9527,176.42
49681,85.83
9700,163.55
28399,32.39
39683,30.83
58860,2226.49
3656,48.71
40652,252.04
28389,5155.12
38862,222.91
42311,82.42
34916,170.48
51828,482.71
23275,32.39
28781,145.79
63183,735.71
53860,134.14
38966,30.83
33370,3952.2
50334,342.75
51687,2882.66
38424,591.29
59141,2572.18
7809,48.71
51623,2539.6
64763,32.11
24146,45.36
19613,7952.16
39143,53.63
31173,32.38
22542,47.09
59443,567.12
63663,292.89
11308,1630.61
4861,131.62
31897,99.87
57876,3098.25
55520,1550.68
53728,3049.5
50241,32.14
41517,4234.34
47675,4439.5
4204,28.0
61887,1231.55
37052,26.69
49913,2192.47
10104,61.75
2269,27.98
56585,3650.39
57959,32.15
23192,660.76
48971,3551.92
62785,48.41
11108,1209.13
9994,360.55
6066,1603.46
62902,1669.27
60532,49.49
5605,2330.98
5633,24.24
60164,87.19
60406,40.82
42705,26.7
51086,501.27
59678,40.82
7590,202.93
26000,98.08
23305,621.21
48657,211.21
20914,1893.06
6149,42.2
3969,2673.28
23489,3468.96
25642,204.44
35920,5958.65
40769,53.63
21832,2915.67
4388,4481.26
53289,137.66
37089,120.5
65734,800.8
14729,48.71
38082,1861.31
8244,136.93
14460,8364.63
46092,70.85
48330,8285.24
48592,3989.46
19765,94.4
53753,2266.37
4367,31.74
61759,543.41
61014,31.65
7145,42.22
24442,36.74
53582,55.88
53699,3765.93
47177,130.54
58926,4882.83
14683,24.24
18534,288.56
4778,24.24
16485,24.24
12272,49.0
53830,223.9
54295,2562.69
23592,48.96
33687,2415.34
27267,5019.43
56224,2172.66
38365,19384.86
27656,82.36
46931,61.92
27823,36.74
30242,2860.73
45069,5118.14
3618,42.18
64331,8276.88
46853,31.95
6041,74.95
46236,32.12
28327,747.97
53173,36.4
58108,32.15
56774,49.46
39754,4092.77
42509,65.87
32326,7840.91
38815,359.62
1904,4202.5
42199,46.46
33163,53.63
49497,187.01
37792,6060.41
9852,2915.81
17579,395.3
16988,12550.56
59416,27.82
35506,1102.76
13078,84.63
52813,7662.69
40701,329.12
46622,81.48
43094,31.07
4848,55.29
61725,84.75
5681,24.24
19642,3280.47
3579,11725.55
12834,28.0
10073,42.18
61555,5081.81
45345,3052.21
55771,40.82
64103,20544.83
47136,370.26
16331,27.98
37004,95.11
11575,1168.67
18058,27.98
10041,42.2
13435,116.28
52966,27.83
53997,877.89
34847,88.19
19342,4082.73
14538,3914.25
12722,24.24
30894,19.76
9953,24.24
43514,301.98
56381,48.41
39000,1330.9
28351,1352.4
35626,1072.26
47582,113443.05
12130,1750.67
59713,42.12
3074,35620.58
14767,35.52
57692,32.15
44560,9547.68
10235,27.98
49299,70.87
6380,2210.5
6872,68.27
59891,36.7
33275,1087.74
14486,6229.22
11158,319.27
46108,653.91
12108,28.0
29816,45.44
58598,188.64
24394,47.84
6784,305.01
63601,188.21
36468,2214.81
25557,30.62
23907,280.0
24576,294.8
19622,28.0
25704,189.17
60902,856.95
63472,1903.11
52930,387.35
32280,843.9
3884,24.26
46897,179.21
45747,32.16
58096,32.15
50886,7033.42
307,1029.33
15072,113.77
45376,7819.4
36768,59.69
51890,20.59
41587,2082.61
40702,26.69
18640,6844.63
55678,36.49
26287,4208.66
27944,1212.76
52794,32.12
52209,7336.44
54605,1598.08
43176,711.35
13349,48.68
20509,807.76
32269,68.01
12705,1249.31
32039,2237.74
59610,32.11
53407,6438.48
9907,4247.26
29794,56.35
57716,27.86
10857,7173.27
15757,123.57
28641,86.94
45948,8313.04
6123,1590.73
27711,246.97
34954,214.57
50710,453.13
7850,17121.52
26198,99.9
47665,2813.13
22218,2453.37
57058,311.46
56076,1575.52
11253,68.3
4277,5708.43
2859,242.1
49327,28.61
10452,166.02
47855,27.85
11330,156.42
17091,1569.78
20039,28.0
61866,32.11
49926,767.74
6229,280.07
65463,88014.21
43190,1353.29
7503,241.97
46637,27.83
53159,1524.43
14430,65.68
32853,33056.38
13476,3039.87
23527,1629.26
1983,520.6
26266,678.42
55782,277.73
9693,968.11
55497,142.4
59006,294.61
2884,61.75
2032,24.24
21798,69.38
3332,747.93
58080,157.84
40463,39.09
8418,867.41
62847,5106.32
28184,3674.08
5612,48.69
32094,866.21
14814,24.24
1461,537.18
52286,32.12
11238,5285.12
30139,219.0
1133,504.35
44953,76.93
34229,2859.52
65337,1556.98
6726,520.48
52259,172.1
10848,24.26
35978,34.56
34349,11451.56
41722,1530.57
33128,4369.17
48623,247.62
61254,3031.25
54691,1350.02
8821,101.61
48002,1479.06
27201,910.29
53645,720.41
61922,1022.57
33918,8909.69
32281,90.95
65547,48.51
50216,27.83
51217,444.32
31300,136.22
9823,28.0
47400,27.82
63720,1330.74
33720,65.97
62823,127.58
34287,139.47
19572,94.43
64089,49.65
39361,1199.57
26460,224.91
50465,27.82
37597,4006.81
1354,3826.69
34319,122.51
23170,892.45
12156,24.24
19651,521.02
60061,626.75
20016,1238.21
59693,48.73
31031,56.27
46361,833.84
55699,49.29
25756,69.16
61921,49.9
53505,2151.56
23792,2443.6
55560,27.86
33743,26.69
61119,86.26
16090,649.45
64933,78.71
23159,45.46
35606,1173.55
51386,343.62
61157,63.44
45528,330.49
11366,1527.08
24087,333.49
45942,493.31
15814,1450.42
8899,86.35
58198,4850.34
30444,56.33
44620,36.01
8513,360.46
9551,354.73
50665,12646.43
35245,313.85
60768,3263.63
33697,19.76
38671,1706.82
32334,120.47
41789,30.83
44473,84.74
34536,3375.75
15924,338.12
48200,478.08
56793,1777.4
58775,2269.54
43213,714.19
14754,24.24
5419,35.52
10786,78.76
25549,468.22
62008,45.54
31958,2214.71
38353,1353.53
27219,249.79
60206,32.11
58350,233.14
5743,54.34
60939,2448.89
47317,6550.81
21042,2431.79
21837,4271.4
27243,32.39
18714,28.0
64447,27.82
32329,194.13
26732,41.09
60405,9512.72
44503,284.48
3621,1590.11
40616,1927.81
16043,453.19
55114,2105.22
27603,33473.83
52279,2743.39
49437,27.83
3320,1108.9
37010,3374.65
16452,1175.01
3341,667.28
25114,32.39
54723,639.11
10523,42.18
2248,24.24
7159,4244.73
22492,34.68
4414,162.94
15779,19461.08
3634,42.46
16258,1068.43
23593,841.55
40244,65.84
56102,27.82
36500,237.53
29609,71.45
64858,81.71
33694,30.84
1471,255.34
23634,280.17
38350,8701.74
18164,2933.59
37832,161.5
23743,109.52
2404,3657.79
24400,8548.92
58113,540.77
46657,11331.34
6728,2033.73
20406,429.83
40308,39.09
36007,135.49
17778,35471.14
65384,78.48
23263,314.25
6876,166.56
15995,24.24
44480,1119.62
45439,31.15
13474,3356.94
51891,29404.27
40927,165.2
16268,1028.44
23711,2931.99
13001,39.22
5427,24.24
36755,21674.01
34298,6499.31
60025,27.82
39630,7994.66
14341,383.51
13576,104.23
43149,646.47
38134,5301.55
62657,63.34
22173,3638.98
5238,359.69
52754,48.42
55689,32.15
25446,191.45
56438,5830.7
41662,1749.41
42224,208.63
45771,158.19
5457,61.76
13652,2975.62
64774,13207.01
56563,49.37
63110,487.72
42130,778.58
34045,27.03
47579,63.5
53218,982.94
34256,572.6
50240,32.12
57805,55.92
11894,28.0
36327,26.69
21727,27.98
31531,3940.53
19886,31.78
1766,204.07
56851,78.26
20732,37.11
61919,27224.0
24518,40.09
43084,179.54
20681,28.0
46117,78.35
19936,14209.7
57893,9010.61
39818,444.98
55337,28253.37
8275,289.08
20950,848.32
20369,27.98
46987,221.92
22439,53.18
30583,481.97
17654,18.91
48664,612.16
57322,27.82
44332,777.88
32888,46.66
16117,17.94
37455,30.83
48271,1824.58
29898,28.08
25809,27521.64
10480,4412.89
5884,105159.29
57141,3305.51
62679,268.81
43435,1574.47
15594,35.48
57258,130.92
51871,615.52
50541,425.72
59460,48.41
41432,3718.3
21313,354.12
52523,27.87
34220,5280.99
41224,144.69
61495,20.59
19853,48.76
20941,1553.2
47570,578.09
59133,49.29
7867,48.69
35402,54.61
6595,48.68
32792,822.64
64726,700.54
36210,165.49
1988,35.46
5882,4088.02
19985,570.08
21662,27.98
2945,1132.89
13781,86.29
7979,349.14
44948,6027.11
25741,32.41
40349,2966.71
1040,2193.64
38145,26.7
56980,27.82
1292,1431.57
14585,8294.42
63798,32.2
19804,55.24
39541,59.76
18820,1428.0
11697,2053.43
8061,1671.69
2811,48.57
8176,138.93
43250,28.04
40843,1242.84
62076,27.82
15326,242.3
49771,21288.09
54301,1274.14
10825,24.24
21587,55.22
3163,42.94
16876,48.69
26001,3487.24
46721,245.82
28417,2069.43
54626,45.03
47590,70.83
44863,422.15
1393,48.69
2910,3097.2
37603,19.76
33001,39.11
1553,42.2
46204,63.37
65724,702.79
25322,1421.46
53182,7954.12
33149,1308.79
8555,586.62
43106,60.03
42118,30.83
46893,597.77
6213,887.58
58893,70.95
54512,3149.05
40372,3053.5
36199,65.97
28837,48.8
3627,1007.86
42331,19.76
38802,4312.63
2590,728.99
29029,45.44
10785,28.0
53982,2819.79
24289,31.14
10546,437.98
22962,28.81
53678,234.44
31153,36.73
45167,252.67
30320,4253.37
13479,3315.71
738,42.18
50348,32.11
48008,2927.72
570,42.3
20739,1128.97
19616,91.85
1376,39.91
34993,94.72
48889,263.31
30473,167.33
34024,5300.6
52110,1594.21
43496,30.83
15482,59.77
16372,7738.5
38863,46.46
64132,15030.69
34574,47.38
16477,1369.72
1515,33299.79
27086,5213.12
1114,338.17
3554,9694.15
39422,999.54
6539,12025.65
21527,4673.32
61607,1708.93
42059,939.59
35917,3886.43
13409,787.26
28592,32.39
11786,39.59
40060,78.35
2839,163.08
25387,1645.69
11080,537.53
2748,42.18
62643,280.0
39488,9221.91
23615,2491.33
538,255.08
61928,27.82
52303,55.88
41054,4702.37
10266,24.24
58284,4788.33
54431,1550.55
49697,108.25
47878,16868.56
16226,1088.71
28874,8541.87
30280,6058.09
59877,40.82
62924,27.82
59613,18260.65
28083,56.35
59945,63.44
54266,262.85
47595,206.24
54562,7456.94
44415,358.54
43617,3582.22
58749,36.49
63121,1092.19
11472,1709.84
31912,2436.34
31884,128.12
21925,203.03
48441,20.59
463,24.28
21745,4150.66
31096,69.27
2861,354.76
5618,24.24
63765,2363.61
47725,4954.76
53585,2793.4
38203,125.43
34079,53.64
40079,105.45
4604,2712.63
5911,1207.41
55410,567.93
19504,5914.6
5245,48.65
29961,620.7
17369,3497.74
2275,261.04
2231,31.68
52903,15836.75
45633,2699.69
48655,1341.23
56125,6356.88
62970,14188.41
57754,49.29
11899,5806.06
37041,34.95
794,24.32
18108,150.1
12669,84.71
9786,5020.58
45548,2791.43
36343,4182.58
11175,42.36
20395,2233.76
20924,6134.75
10101,1118.82
30998,5487.21
16025,3798.09
7909,270.94
52777,197.19
62631,15715.83
26467,36.78
11195,42.18
3671,1550.94
13112,24.24
13236,2052.73
7577,13643.37
24981,2583.72
32444,14007.42
62945,375.4
20433,570.12
50187,32.12
56110,3075.92
10799,123.92
53102,56.03
54332,376.1
31952,538.24
62851,2342.46
64461,5147.03
37622,46.46
21441,747.39
24707,118.83
38551,979.22
59421,5398.16
59138,28.42
4090,95.7
57718,27.82
26501,71.26
43556,889.13
25041,41.2
18770,388.91
9721,1450.78
38425,223.06
63126,45.64
61153,46.07
57272,764.85
27112,28.04
5628,155.99
12642,24.24
58969,3303.49
65461,56.36
3514,17.94
47648,36.4
56606,4933.98
58962,108.51
26331,747.94
28368,265.24
28214,2652.39
45628,2161.9
1016,686.01
4698,43.02
46260,7037.17
36375,30.83
25778,32.37
27494,56.4
62761,5029.43
44874,8442.36
26290,658.94
60428,1370.3
45729,27.83
59069,759.51
25236,2443.37
3626,24.97
34924,10667.18
65234,5466.37
59667,45.16
44588,55.23
35394,20.13
35286,48.34
19064,1128.94
33271,3409.27
57225,70.95
63032,5704.57
45274,2114.06
8408,1180.24
16309,544.07
31187,62.82
58810,48.41
56772,3811.7
35775,634.15
35291,798.47
45715,151.05
26634,82.35
48395,27.82
34180,778.16
26098,234.3
15358,10125.59
60234,27.86
4482,808.01
32671,30.82
46315,36.41
29017,2836.95
28082,2745.6
53347,32.15
20955,48.71
28770,582.33
35940,5288.84
13063,5496.98
12664,272.1
63510,20523.74
34415,1415.09
27077,3068.7
10425,3017.96
23956,295.23
4072,288.24
27710,109.2
15347,3058.84
14995,767.75
55820,10499.77
63099,36.68
28847,3673.13
48677,36.41
35457,1825.41
56975,27.82
31268,43.19
35955,793.55
130,470.89
8204,807.62
18464,28.0
36200,26.7
58899,27.82
65480,139.35
63867,769.24
57418,9681.25
22031,150.08
22751,7647.45
64157,816.08
43440,60.8
50975,96.92
23674,71.45
2314,55.22
20264,74.9
17725,2914.56
27792,469.68
23750,604.08
59455,1966.97
7269,24.24
32635,6396.61
13598,1008.39
13769,3418.61
44583,489.78
23828,75.86
58145,7379.7
64403,235.41
38199,35.01
59093,2218.57
48502,2055.63
29610,371.93
14512,1329.18
20171,93.89
14082,2472.33
15874,86.31
16343,436.84
58194,2263.83
7137,28.0
3938,39.3
17316,579.0
55239,751.61
34815,5815.83
32949,208.55
14734,6937.59
48570,49.33
30530,409.96
43298,27.25
25076,5156.22
35130,1480.86
9882,3416.91
5932,1089.56
14758,24.24
2208,257.99
42650,1079.51
44990,2502.72
4511,24.24
54749,70.9
49346,8039.15
24036,373.45
54474,41.52
24011,7179.59
64976,142.2
12459,56.79
55844,45.03
4379,1942.19
10394,6181.95
38585,65.85
30866,60.82
46765,2955.91
58073,479.54
15288,1310.03
50551,70.83
47606,12832.64
1755,324.72
61355,168.16
10560,94.5
47888,119.48
34409,12370.56
29343,79.0
43329,1861.81
32994,53.64
11184,590.99
15805,39.26
34193,282.27
10405,4387.83
55824,196.82
60537,1754.6
23160,427.85
764,1048.7
5793,28.0
48341,32.12
39357,1666.59
37420,43.47
49132,27.82
57570,1467.07
21118,49.81
40774,1906.32
16539,124.17
4380,2252.23
56817,5104.44
62575,40.78
4487,2514.53
22702,643.97
5460,48.66
39559,39.13
36585,60.84
4865,42.2
599,24.24
40376,128.3
25751,45.36
60090,32.15
15642,15295.52
24004,28.87
54526,9605.35
22717,352.84
29190,120.52
13068,2673.51
