ANO_VENCIMENTO,MES_VENCIMENTO,TRIMESTRE,VALOR_FATURA_lag1,VALOR_FATURA_lag2
2022,10,4,928.01,947.86
2023,12,4,53034.34,1376.54
2024,8,3,6675.6,6281.61
2023,3,1,1511.78,1449.68
2023,2,1,614.12,627.66
2022,12,4,6750.47,6113.91
2024,11,4,1181.99,1297.14
2022,7,3,123.75,215.7
2023,1,1,37.02,53.3
2022,7,3,94.6,671.76
2024,12,4,36.59,36.49
2022,7,3,242.21,189.61
2022,11,4,354.7,487.08
2024,8,3,9083.49,12155.03
2024,11,4,48.41,130.64
2024,10,4,303.95,279.93
2024,8,3,55.92,78.26
2024,6,2,7739.37,4014.26
2024,6,2,2584.62,2262.18
2024,4,2,312.16,354.83
2024,4,2,63.37,55.01
2022,8,3,947.7,355.01
2023,1,1,264.86,753.72
2024,9,3,1086.55,1228.31
2024,3,1,30.99,30.83
2024,6,2,27.82,32.12
2022,10,4,59.79,43.04
2023,1,1,2134.59,3094.59
2024,7,3,187.46,1340.06
2024,5,2,3537.46,3398.01
2024,4,2,625.45,687.33
2023,1,1,24.28,31.74
2022,6,2,24.24,24.24
2024,11,4,144.92,172.31
2023,10,4,25877.84,32452.35
2022,9,3,5546.93,5944.89
2023,7,3,64.27,264.88
2024,11,4,179.24,190.24
2024,9,3,63.44,70.9
2024,12,4,301.81,279.35
2024,6,2,32.12,32.12
2024,7,3,4519.52,3967.22
2024,10,4,234.95,199.83
2023,3,1,150.78,163.91
2024,6,2,2084.08,435.65
2022,5,2,108.77,43.02
2022,7,3,1834.7,710.77
2022,9,3,626.31,272.26
2023,12,4,194.14,165.37
2023,5,2,296.8,2026.3
2022,8,3,2012.56,2031.97
2024,4,2,31.99,30.82
2022,7,3,686.88,807.14
2022,6,2,156.24,43.04
2024,6,2,32.12,45.0
2023,7,3,48.88,79.04
2024,4,2,50.26,2261.69
2024,5,2,99.04,107.66
2024,11,4,62.51,68.99
2023,12,4,888.94,822.68
2023,10,4,54.66,60.82
2022,4,2,12818.68,12532.49
2024,4,2,32.12,31.04
2023,9,3,125.33,47.54
2023,3,1,472.69,71.19
2024,4,2,277.67,212.3
2022,7,3,24.34,28.0
2022,12,4,2516.95,3255.66
2023,2,1,2955.47,2875.57
2022,10,4,2773.78,6866.88
2022,11,4,321.45,288.41
2024,11,4,32.15,32.15
2023,5,2,1282.14,1096.7
2023,12,4,22795.37,28121.83
2023,12,4,6471.17,6394.87
2023,6,2,180.45,32.37
2023,4,2,55.49,48.67
2023,11,4,889.02,882.78
2023,9,3,9533.27,11252.03
2023,2,1,24.78,194.46
2024,2,1,30.83,30.83
2022,10,4,3394.3,1691.29
2023,9,3,30.83,30.83
2024,3,1,8473.96,6963.91
2024,3,1,2650.5,2392.43
2023,2,1,48.55,371.2
2022,9,3,1384.67,1665.43
2023,1,1,27.98,28.0
2024,6,2,2956.95,2506.22
2022,12,4,3116.72,2472.92
2024,11,4,58.8,50.9
2022,10,4,3776.35,3074.39
2024,8,3,187.82,202.0
2022,5,2,1771.85,1852.15
2023,3,1,30.27,27.98
2024,1,1,47.01,47.09
2023,11,4,26.69,27.2
2024,4,2,27.62,34.97
2023,4,2,56.44,45.62
2024,6,2,68.76,27.83
2024,12,4,198.07,165.51
2024,10,4,32.15,32.15
2023,8,3,67.99,63.9
2023,4,2,3978.7,48.19
2023,11,4,5819.84,4587.98
2023,10,4,47.65,60.82
2022,7,3,55.24,61.76
2023,10,4,54.66,53.63
2022,11,4,65.71,124.07
2024,12,4,13844.26,10041.45
2023,12,4,22595.89,3409.01
2024,9,3,2185.07,597.93
2023,12,4,4807.49,5691.98
2024,4,2,62.07,66.04
2023,10,4,305.07,335.61
2024,8,3,366.17,365.16
2024,7,3,49.03,577.8
2024,9,3,11740.69,12718.42
2024,10,4,187.92,248.25
2023,12,4,26.72,26.72
2023,11,4,8262.56,14646.45
2022,11,4,89230.27,94514.67
2024,11,4,3107.08,4964.29
2022,7,3,8819.13,7885.15
2024,9,3,32.11,40.77
2023,2,1,42.94,24.24
2023,4,2,357.62,321.58
2024,4,2,1363.64,1251.16
2024,12,4,20.59,20.59
2024,2,1,1769.32,1947.98
2023,8,3,143.08,120.33
2024,1,1,844.39,238.31
2024,10,4,1180.36,1325.71
2023,10,4,228.67,234.73
2023,6,2,32.39,32.39
2023,9,3,144.96,128.3
2023,3,1,78.18,42.2
2023,12,4,371.84,280.06
2023,12,4,34.97,34.99
2023,2,1,48.71,48.71
2022,7,3,24.24,42.94
2022,6,2,5636.67,2354.92
2023,11,4,13661.24,3048.21
2023,11,4,1220.6,889.66
2024,8,3,466.78,223.06
2024,10,4,332.3,903.16
2024,11,4,441.06,387.87
2023,8,3,1552.7,1770.55
2023,6,2,6491.17,3511.11
2022,8,3,534.28,281.01
2022,4,2,706.59,318.46
2023,9,3,136.18,60.93
2024,11,4,522.1,578.81
2024,11,4,1047.62,152.19
2024,4,2,98.98,96.33
2024,3,1,2899.75,2060.3
2023,8,3,82.45,91.24
2022,12,4,847.28,726.95
2023,12,4,82.3,46.46
2023,9,3,5611.11,3564.22
2023,5,2,886.88,313.13
2024,12,4,29946.25,52831.06
2024,2,1,2215.44,2305.7
2024,11,4,96.92,85.73
2023,12,4,27.27,329.48
2024,9,3,32.32,40.77
2024,8,3,5126.38,14345.03
2023,4,2,1632.12,1337.74
2023,4,2,86.56,81.71
2024,5,2,247.62,119.94
2024,10,4,745.57,1457.8
2024,11,4,965.38,10647.01
2022,4,2,5480.78,51.96
2022,10,4,3582.64,5332.84
2022,10,4,42.22,61.77
2023,8,3,32.38,32.39
2023,10,4,4831.0,5507.61
2022,7,3,28.0,28.0
2023,4,2,69.2,25.85
2024,7,3,1947.98,5511.94
2024,7,3,27.83,32.12
2024,9,3,27.82,40.9
2023,5,2,79.0,77.12
2024,3,1,32.82,651.07
2024,5,2,28.14,150.05
2023,11,4,1596.44,1167.35
2022,6,2,767.4,707.36
2022,11,4,31.72,24.24
2022,12,4,24.24,24.24
2023,6,2,97.29,1212.52
2024,11,4,350.57,293.34
2022,7,3,42.18,42.31
2023,2,1,2573.68,648.15
2023,10,4,147.8,31.43
2022,12,4,55.2,42.24
2023,10,4,31.41,30.86
2024,9,3,36.49,36.52
2023,6,2,134.67,69.29
2024,8,3,744.09,903.45
2023,10,4,416.25,426.95
2022,10,4,1711.44,2734.27
2024,2,1,2414.03,2524.83
2022,8,3,24.24,24.24
2024,3,1,4702.49,4627.26
2024,5,2,9093.85,9725.0
2024,9,3,623.43,66.85
2022,6,2,24.24,24.24
2022,10,4,470.75,487.38
2024,11,4,596.3,1134.78
2024,7,3,141.86,130.54
2022,6,2,78.61,39.22
2023,11,4,153.01,27.23
2022,11,4,6940.57,6443.55
2024,11,4,369.73,369.19
2024,7,3,48.89,3111.74
2022,7,3,1248.39,1569.02
2024,5,2,32.12,32.12
2024,7,3,4706.95,833.96
2023,3,1,7681.35,4652.96
2023,3,1,8278.82,6209.59
2022,4,2,3799.27,4130.52
2023,2,1,101.34,25.49
2023,2,1,251.05,24.83
2023,12,4,75.29,114.8
2024,10,4,78.53,63.55
2023,5,2,120.57,143.15
2024,7,3,880.1,972.29
2024,12,4,316.1,290.12
2022,8,3,787.72,1389.18
2022,6,2,42.34,94.25
2024,6,2,4046.41,3326.77
2022,4,2,48.69,42.18
2024,9,3,4760.26,346.0
2024,2,1,30.83,30.83
2023,4,2,1886.42,2174.79
2022,6,2,953.61,6578.38
2023,4,2,32.08,28.0
2023,4,2,8103.35,3987.27
2023,12,4,59.67,30.84
2023,9,3,46.54,82.3
2022,4,2,1389.63,1149.38
2022,6,2,272.18,305.13
2023,8,3,4805.89,7039.26
2023,2,1,31.76,39.37
2023,10,4,31.51,26.69
2023,9,3,125.33,136.11
2023,1,1,2755.83,2053.8
2022,4,2,55.27,55.24
2023,3,1,471.38,827.93
2024,1,1,3033.55,4312.63
2024,5,2,349.79,311.79
2023,12,4,955.26,756.29
2023,8,3,18425.82,21454.56
2024,12,4,71.02,70.85
2024,2,1,30.83,30.82
2022,8,3,75.12,176.51
2024,3,1,499.1,841.9
2022,12,4,17.94,17.94
2022,7,3,271.49,68.33
2024,8,3,743.37,695.84
2024,2,1,30.83,30.83
2024,10,4,32.11,32.15
2023,1,1,24.24,24.24
2024,10,4,32.15,27.86
2023,6,2,3487.17,3741.86
2023,1,1,271.7,232.75
2023,2,1,3479.54,3799.2
2024,7,3,298.68,282.77
2022,6,2,1850.71,807.69
2022,11,4,5592.62,4437.82
2024,4,2,27.7,26.69
2024,3,1,317.53,46.78
2023,5,2,748.94,563.5
2024,4,2,48.8,42.18
2024,10,4,40.82,27.82
2023,9,3,684.25,1132.26
2023,9,3,30.83,30.83
2022,10,4,31.76,31.76
2023,4,2,219.28,192.53
2024,10,4,132.4,451.19
2022,10,4,24.24,131.37
2024,6,2,7430.96,5518.14
2023,10,4,35.63,26.7
2024,1,1,360.91,396.15
2023,9,3,36.03,147.48
2023,6,2,563.64,678.42
2022,7,3,48.71,42.2
2022,7,3,3219.16,6085.38
2024,1,1,5012.16,1728.78
2022,4,2,42.22,48.76
2024,1,1,26.69,26.69
2024,11,4,924.21,1776.97
2022,10,4,124.09,101.5
2022,11,4,215.79,150.08
2023,12,4,180.41,390.93
2023,7,3,79.0,71.48
2022,9,3,27.98,24.24
2023,7,3,28.04,28.13
2023,10,4,1352.84,5274.61
2023,3,1,2329.38,1952.25
2023,10,4,4119.45,6443.26
2022,6,2,887.81,487.43
2024,6,2,55.86,44.99
2022,12,4,2915.43,3336.29
2023,6,2,4721.08,3790.72
2022,9,3,1027.99,627.05
2022,11,4,24.24,24.24
2023,7,3,48.8,48.8
2022,9,3,3638.99,3458.29
2023,11,4,5301.55,5859.12
2023,8,3,32.38,32.39
2022,5,2,1247.59,176.09
2022,9,3,242.31,229.06
2022,11,4,580.39,891.55
2022,7,3,7502.4,6250.21
2022,4,2,221.51,1432.18
2022,6,2,1148.75,988.12
2023,5,2,32.39,32.39
2024,1,1,3653.35,5169.18
2022,4,2,647.41,807.62
2022,8,3,113.91,84.67
2023,12,4,1685.6,1751.69
2022,12,4,520.53,727.0
2024,3,1,638.14,572.92
2022,10,4,114.02,123.83
2023,2,1,31.91,24.24
2023,7,3,63.9,56.35
2024,10,4,3098.25,3535.97
2024,2,1,6650.23,7642.64
2023,5,2,109.07,109.05
2022,10,4,768.34,787.43
2024,10,4,8016.42,64.46
2023,1,1,39.2,31.72
2023,8,3,646.47,640.74
2022,12,4,39.22,28.0
2024,2,1,1993.63,1397.42
2024,7,3,36.41,32.12
2024,8,3,40.81,40.75
2022,4,2,1281.89,1688.3
2023,5,2,657.27,523.76
2024,10,4,2356.42,2171.34
2022,6,2,78.87,71.27
2023,9,3,25576.87,21565.55
2022,9,3,17.94,17.94
2022,5,2,24.24,24.26
2024,1,1,1114.71,645.8
2023,8,3,2944.72,3589.04
2024,7,3,32.12,27.82
2024,10,4,91.18,40.82
2024,4,2,49.29,40.13
2023,7,3,701.3,486.39
2024,5,2,27.82,27.67
2023,3,1,1971.73,1874.24
2024,5,2,49.29,31.89
2023,8,3,26.7,28.04
2024,7,3,3777.75,587.76
2022,6,2,105159.29,101867.94
2024,7,3,6172.95,6708.69
2022,9,3,24.24,24.24
2022,10,4,321.41,321.45
2024,12,4,78.48,78.37
2024,11,4,12360.45,11604.38
2023,10,4,53.0,46.87
2024,6,2,4166.54,189.98
2022,8,3,28.0,27.98
2022,9,3,42.24,61.77
2023,4,2,45.44,41.07
2024,11,4,1000.16,1319.54
2023,8,3,65.98,82.33
2023,2,1,4581.1,4552.92
2023,1,1,1974.12,2275.19
2022,6,2,18994.33,16752.92
2022,11,4,1449.79,1128.76
2023,8,3,2414.5,3047.19
2024,8,3,27.86,27.82
2023,8,3,146.46,129.69
2024,4,2,10383.64,11383.12
2024,10,4,32.15,27.86
2022,5,2,24.24,24.24
2023,10,4,2605.58,1165.98
2024,12,4,3451.87,4086.01
2024,4,2,5845.08,199.6
2024,10,4,7667.75,8020.7
2024,10,4,27.82,27.82
2024,8,3,122.35,78.82
2024,7,3,32.14,32.11
2024,5,2,30282.17,35601.99
2023,2,1,968.4,1149.04
2024,11,4,36.4,28.64
2024,11,4,30.62,361.3
2024,7,3,9124.33,9182.37
2024,5,2,1018.54,312.52
2023,1,1,242.09,826.78
2024,3,1,88.99,71.54
2024,6,2,56.03,202.17
2022,7,3,1641.87,1397.72
2022,9,3,74.77,55.2
2024,3,1,8043.22,3829.36
2022,10,4,3799.45,3217.11
2024,10,4,1664.86,1408.59
2022,6,2,6085.38,4739.32
2022,4,2,307.15,4006.69
2022,8,3,4813.23,4294.73
2023,9,3,136.13,627.67
2023,11,4,724.46,448.27
2024,9,3,48.41,48.41
2022,10,4,4153.33,3718.96
2023,7,3,5211.74,5784.66
2024,5,2,27.82,27.82
2022,8,3,24.24,24.24
2023,12,4,150.7,125.41
2023,6,2,486.73,448.82
2024,2,1,194.19,266.58
2022,11,4,627.1,607.08
2022,4,2,747.44,767.51
2024,4,2,32.12,31.29
2023,12,4,7144.73,6913.86
2022,12,4,988.67,988.41
2023,10,4,207.55,193.08
2023,7,3,204.01,188.85
2022,9,3,102.11,213.21
2022,4,2,24.28,24.24
2023,9,3,5688.02,4753.43
2022,12,4,24.26,116.67
2023,3,1,41.79,39.26
2022,8,3,109.33,232.05
2023,2,1,42.94,42.94
2024,10,4,4430.21,8569.81
2024,9,3,954.25,900.4
2022,12,4,27.98,24.24
2023,1,1,421.06,288.46
2024,8,3,27.82,27.82
2023,7,3,32.39,32.39
2024,4,2,55.67,53.67
2024,7,3,1387.08,1593.88
2023,4,2,429.38,757.21
2022,12,4,5118.44,4175.48
2024,9,3,27.82,27.82
2023,9,3,60.82,53.64
2023,10,4,27.2,26.69
2024,8,3,55.97,55.9
2022,9,3,31.76,24.28
2024,9,3,5800.72,4856.95
2022,5,2,487.24,242.31
2023,3,1,251.76,251.72
2023,7,3,82.39,75.86
2023,4,2,3327.57,5529.38
2023,3,1,217.09,216.05
2022,11,4,371.16,437.39
2022,7,3,338.24,420.99
2024,7,3,63.35,48.58
2023,10,4,643.69,518.31
2023,1,1,28.0,28.0
2022,6,2,586.68,536.99
2022,10,4,24.24,24.24
2023,5,2,41.03,32.82
2024,4,2,4852.24,6235.9
2024,12,4,3427.24,4086.99
2022,10,4,24.24,24.24
2024,11,4,55.87,55.92
2023,8,3,182.55,143.72
2022,7,3,1697.73,7819.25
2024,4,2,32.12,31.0
2024,9,3,3352.59,4111.1
2024,4,2,997.51,1286.27
2023,2,1,510.61,395.48
2023,1,1,94.25,124.17
2024,6,2,40.73,90.17
2024,7,3,2078.05,3849.61
2023,1,1,58.4,52.62
2024,1,1,2171.38,2855.31
2024,8,3,156.86,202.07
2023,7,3,2095.13,1769.64
2023,9,3,1728.47,1287.03
2023,7,3,2652.21,2417.63
2022,6,2,6562.08,7127.5
2024,2,1,4909.94,4072.2
2023,2,1,1367.84,828.21
2024,5,2,32.21,55.82
2024,6,2,108.27,108.26
2024,11,4,120.47,143.73
2022,6,2,776.4,603.29
2024,1,1,6777.79,2104.66
2022,7,3,3617.04,3214.36
2023,5,2,56.41,56.35
2024,3,1,140.12,76.06
2022,11,4,61.87,61.88
2023,10,4,238.65,208.7
2024,6,2,3551.65,3068.27
2023,3,1,8159.75,8000.78
2022,7,3,16545.1,12844.57
2022,9,3,24842.04,23464.19
2022,4,2,108.85,35.56
2024,11,4,62.38,55.93
2023,2,1,764.76,707.31
2022,5,2,961.14,1167.84
2022,5,2,35.65,59.95
2022,11,4,4036.93,4318.03
2023,5,2,2372.94,1859.01
2024,6,2,217.33,142.06
2023,10,4,4261.43,13273.98
2022,5,2,1650.47,1193.05
2023,4,2,724.02,79.64
2024,8,3,1204.25,972.31
2023,11,4,114.79,117.26
2024,4,2,51.04,144.12
2022,5,2,176.67,554.15
2024,8,3,9781.54,6172.95
2023,6,2,49.21,218.87
2023,12,4,30.82,26.7
2024,10,4,32.2,32.28
2024,1,1,158.35,158.32
2024,6,2,425.32,202.29
2023,8,3,1676.44,1451.0
2023,11,4,3365.46,3207.46
2022,6,2,24.24,54.16
2024,6,2,159.74,28.14
2024,3,1,97.56,78.21
2023,5,2,6174.37,9426.88
2022,11,4,24.24,24.24
2023,12,4,972.07,878.26
2022,9,3,116.71,156.23
2024,2,1,245.73,287.63
2023,7,3,950.87,844.4
2024,11,4,413.41,256.15
2024,11,4,7183.34,4881.13
2024,6,2,926.19,834.1
2022,5,2,42.36,42.25
2024,7,3,972.31,997.45
2023,7,3,620.7,640.14
2024,12,4,52.11,560.02
2023,10,4,531.69,36.03
2022,5,2,42.67,1027.42
2022,6,2,3496.52,3275.75
2022,5,2,847.38,437.73
2023,2,1,74.93,84.64
2024,4,2,633.19,1131.7
2024,2,1,1684.95,1663.12
2024,5,2,1110.67,1271.66
2022,4,2,55.29,55.24
2023,2,1,521.02,476.41
2024,8,3,2126.83,1986.12
2024,2,1,179.45,136.18
2023,3,1,2473.92,2673.11
2022,6,2,371.38,1328.38
2023,6,2,49.8,56.29
2022,6,2,24.24,24.26
2024,5,2,354.3,376.0
2024,2,1,53.63,53.63
2024,5,2,17138.26,16027.79
2023,7,3,56.35,56.35
2024,6,2,978.76,2073.87
2022,11,4,48.81,55.24
2023,12,4,138.04,149.4
2023,7,3,31399.8,131.82
2024,6,2,1201.49,2169.19
2024,7,3,2148.1,926.06
2022,9,3,1468.76,1226.67
2023,1,1,8353.39,9769.17
2022,9,3,2253.16,2493.73
2024,5,2,1709.3,1654.09
2022,6,2,71.0,383.08
2024,4,2,386.23,444.96
2024,3,1,214.64,203.59
2024,6,2,4333.97,15560.35
2023,3,1,28.0,28.0
2022,6,2,43.05,43.04
2024,4,2,49.36,48.35
2024,8,3,142.15,142.77
2024,5,2,40.75,40.57
2023,12,4,1618.76,3783.14
2024,4,2,4468.13,1090.64
2023,1,1,807.68,1549.19
2024,12,4,744.65,3756.52
2024,5,2,232.47,187.19
2023,6,2,69.32,69.29
2023,2,1,136.85,104.28
2022,10,4,7642.42,5473.73
2022,5,2,255.4,242.25
2023,1,1,61.71,61.77
2024,12,4,10084.27,5968.25
2022,7,3,24.26,24.24
2024,11,4,541.32,542.15
2024,1,1,245.92,44.03
2024,6,2,902.85,735.12
2024,10,4,97.52,97.68
2023,1,1,687.13,686.94
2024,11,4,145.27,145.1
2024,11,4,27.82,28.03
2024,3,1,4360.66,6940.97
2024,1,1,2682.22,3187.14
2022,7,3,728.36,1067.78
2024,10,4,64.54,48.41
2022,9,3,114.12,123.98
2024,2,1,3387.68,2989.47
2023,7,3,4447.84,3229.98
2023,10,4,183.45,266.55
2022,11,4,4153.1,2997.73
2022,5,2,3175.87,2876.58
2024,6,2,4148.82,2975.3
2024,7,3,597.2,787.9
2024,3,1,70.05,68.0
2023,5,2,41.09,40.09
2023,12,4,999.37,889.07
2024,3,1,1598.51,1662.54
2023,3,1,423.53,421.09
2022,10,4,176.46,189.57
2024,11,4,48.41,48.41
2022,7,3,1309.38,1529.84
2022,9,3,572.5,907.06
2023,3,1,7428.55,7954.95
2022,12,4,7853.45,6865.28
2024,12,4,1048.02,1158.97
2023,3,1,99.35,74.73
2024,9,3,3305.51,3793.17
2023,6,2,109.23,48.8
2023,5,2,333.58,295.66
2023,4,2,54.84,28.0
2022,4,2,6397.07,6395.99
2023,6,2,8323.36,7721.03
2022,10,4,553.67,586.73
2024,1,1,2612.21,1309.02
2024,10,4,36.44,36.4
2024,1,1,2902.66,2988.7
2023,3,1,2044.2,1993.91
2023,2,1,3100.12,2514.99
2023,7,3,48.82,48.8
2023,8,3,67.99,71.45
2022,5,2,421.16,404.48
2022,10,4,270.38,222.71
2023,10,4,225.93,165.2
2024,5,2,355.12,375.08
2024,12,4,48.51,48.41
2024,1,1,350.48,43.93
2022,9,3,437.98,354.78
2024,12,4,6699.95,4578.13
2022,11,4,349.01,349.16
2022,10,4,28.02,31.72
2024,11,4,11492.35,8867.64
2023,3,1,24.24,27.98
2023,2,1,420.82,68.87
2023,9,3,125.35,114.56
2024,2,1,328.87,853.12
2022,10,4,24.84,24.24
2022,6,2,31.74,116.3
2024,11,4,3212.81,2937.03
2023,1,1,2273.06,2112.71
2024,12,4,5197.6,10037.26
2024,11,4,32.15,32.15
2024,1,1,43.25,86.52
2023,3,1,29.85,24.28
2022,8,3,17101.39,348.17
2022,8,3,48.71,48.69
2022,10,4,3958.4,440.58
2024,1,1,6106.69,6313.83
2022,11,4,6626.01,1290.6
2022,4,2,55.22,48.71
2024,1,1,931.15,29.22
2024,12,4,55.98,55.92
2022,11,4,7503.89,1090.73
2023,7,3,2837.66,2211.35
2024,11,4,2174.37,1924.98
2023,4,2,32.39,28.28
2023,10,4,48.13,46.54
2024,9,3,137.63,137.66
2022,11,4,42.18,48.69
2023,2,1,31.78,31.78
2023,12,4,360.29,111.67
2024,11,4,1712.18,1296.98
2022,10,4,27326.67,11985.74
2024,7,3,2988.59,3377.6
2023,11,4,1486.49,62.4
2023,3,1,8526.9,16987.49
2024,9,3,413.72,203.6
2024,10,4,32.11,36.44
2024,5,2,49.37,49.36
2024,10,4,89.81,99.04
2022,7,3,288.33,387.61
2022,8,3,108.73,116.53
2022,4,2,24.24,24.24
2022,4,2,3446.74,3026.18
2022,12,4,568.57,591.51
2024,6,2,788.05,615.99
2023,10,4,153.52,171.79
2022,10,4,2373.28,115.61
2023,1,1,93.95,71.22
2024,1,1,625.18,350.67
2024,1,1,34.97,34.97
2023,12,4,119.92,72.24
2023,10,4,21467.62,25576.87
2023,4,2,1299.83,1319.26
2024,11,4,2474.13,1945.87
2023,12,4,19384.86,16477.65
2024,5,2,232.15,7548.69
2024,4,2,49.36,48.3
2022,6,2,1449.46,1930.71
2022,7,3,166.38,406.68
2024,1,1,4676.92,5065.68
2023,2,1,28.0,24.24
2022,5,2,55.22,43.11
2022,11,4,360.68,24.24
2022,11,4,48.71,42.18
2024,1,1,222.98,222.91
2023,11,4,129.95,288.15
2023,4,2,333.61,287.97
2023,9,3,437.13,551.95
2024,6,2,45.0,49.29
2022,5,2,24.24,24.24
2022,12,4,1590.65,1109.95
2023,3,1,587.96,587.79
2024,4,2,36.17,34.97
2023,7,3,3649.86,4275.93
2023,11,4,3563.21,3375.75
2023,7,3,1109.43,30.62
2024,9,3,172.64,187.82
2022,7,3,24.24,24.24
2024,4,2,1641.55,3409.01
2024,9,3,277.35,78.83
2024,11,4,247.37,71.34
2024,7,3,48.42,48.41
2024,11,4,36.61,36.83
2022,10,4,5055.83,905.36
2023,5,2,28.06,27.52
2022,11,4,3437.44,3179.36
2022,4,2,1531.15,589.67
2023,7,3,32.39,32.39
2022,11,4,189.9,371.21
2024,8,3,68.92,56.04
2022,4,2,48.67,71.15
2024,8,3,369.87,157.13
2022,12,4,2233.8,1111.34
2024,1,1,103.39,111.68
2023,7,3,2537.95,3694.82
2022,12,4,42.2,48.69
2024,10,4,55.87,55.87
2023,1,1,24.24,24.24
2023,12,4,54.62,954.3
2023,11,4,4701.65,4587.39
2023,7,3,4418.41,957.56
2022,12,4,1028.07,1389.32
2022,5,2,35.54,59.87
2022,12,4,3538.12,4035.1
2022,9,3,2192.6,2152.83
2023,4,2,31.61,27.98
2024,11,4,484.15,1937.42
2022,7,3,927.83,504.24
2023,11,4,208.64,255.75
2023,5,2,2744.68,206.82
2022,12,4,242.32,271.93
2023,2,1,68.22,48.71
2022,8,3,6789.15,3940.82
2022,4,2,65.34,65.0
2022,6,2,487.58,404.5
2022,7,3,859.01,725.76
2022,10,4,261.29,337.29
2022,9,3,827.54,827.59
2023,4,2,185.89,202.63
2024,4,2,1125.84,1110.04
2023,4,2,20.36,17.94
2023,8,3,213.86,50.25
2022,6,2,24.24,39.2
2024,8,3,11415.97,12102.33
2023,6,2,56.33,56.35
2024,5,2,1409.71,1263.0
2024,11,4,49.75,45.98
2024,9,3,21.63,21.63
2024,10,4,8831.16,11088.91
2023,2,1,17.94,17.94
2022,12,4,1753.03,1951.51
2023,10,4,565.37,518.2
2024,5,2,108.1,33.11
2024,5,2,40.78,40.53
2023,12,4,30.83,30.82
2022,10,4,35.52,24.3
2022,11,4,801.26,1629.33
2022,12,4,627.99,848.77
2023,7,3,1444.4,1352.4
2022,8,3,1872.18,2233.84
2023,6,2,4207.55,8366.12
2022,8,3,150.18,176.32
2023,3,1,3417.29,3377.58
2023,9,3,609.28,610.01
2022,12,4,24.24,27.98
2022,7,3,28.04,27.98
2022,8,3,867.89,767.4
2022,6,2,24.24,59.77
2022,4,2,68.31,48.78
2023,6,2,64.14,279.91
2023,2,1,163.19,136.97
2022,5,2,626.57,164.59
2023,12,4,11507.05,9590.86
2022,12,4,647.15,570.49
2023,2,1,27.98,28.0
2022,10,4,1031.72,4919.37
2022,12,4,94.41,136.92
2023,3,1,859.48,504.12
2024,5,2,5682.05,3782.05
2024,7,3,2744.52,71.58
2024,5,2,108.33,85.91
2023,9,3,650.86,612.71
2024,5,2,559.55,3367.42
2023,2,1,727.15,1068.15
2024,7,3,32.11,44.99
2023,1,1,255.45,288.61
2024,3,1,2346.25,2023.96
2022,12,4,6189.42,6651.55
2022,7,3,421.07,536.91
2024,11,4,1828.88,2616.49
2022,8,3,136.82,150.54
2022,4,2,1108.9,1028.95
2022,6,2,28.04,35.61
2024,9,3,7889.69,8106.16
2024,2,1,1176.13,1308.63
2024,6,2,44.99,32.12
2022,5,2,48.71,42.18
2024,1,1,19799.2,13722.96
2024,8,3,27.82,27.82
2024,9,3,1931.18,1619.08
2023,4,2,5186.17,5362.56
2022,4,2,42.98,184.49
2022,11,4,948.33,707.62
2023,11,4,353.56,1221.7
2023,9,3,34.95,30.83
2024,4,2,27.91,27.41
2022,12,4,65.57,71.22
2023,2,1,24.24,24.24
2024,3,1,667.89,690.21
2023,5,2,23433.73,19057.53
2022,7,3,628.0,43.36
2023,10,4,47.35,46.46
2023,8,3,1493.59,797.85
2022,7,3,338.38,280.16
2023,5,2,9799.56,8286.01
2022,6,2,24.26,24.24
2023,9,3,448.74,525.12
2024,8,3,62.24,32.14
2023,3,1,29.81,28.0
2022,6,2,48.85,55.22
2022,12,4,2376.02,2173.7
2023,9,3,336.02,87.15
2022,5,2,6539.16,5383.03
2023,9,3,86.7,86.67
2022,5,2,39.2,31.76
2023,7,3,32.39,32.37
2024,7,3,36.57,75.04
2024,1,1,10289.7,10236.52
2022,7,3,174.98,94.09
2024,6,2,1270.51,203.55
2024,6,2,2582.28,2191.96
2023,6,2,6075.53,6671.67
2022,4,2,707.49,827.8
2022,6,2,8803.77,7576.44
2022,9,3,24.24,28.0
2022,9,3,4483.21,4647.34
2024,10,4,560.98,1273.7
2024,10,4,40.82,40.82
2022,8,3,1745.88,1573.33
2023,5,2,2512.58,1793.41
2024,2,1,94.66,105.45
2022,11,4,1831.78,2011.85
2024,1,1,2104.58,2104.79
2024,5,2,2331.56,50.11
2023,7,3,234.83,487.15
2024,11,4,1570.21,2395.81
2024,2,1,71391.17,79965.24
2023,1,1,28.0,27.98
2024,9,3,48.41,48.46
2024,3,1,26.69,26.69
2024,9,3,104.42,131.58
2022,9,3,16130.72,3052.38
2023,12,4,3540.54,3121.63
2022,10,4,727.22,827.3
2024,9,3,32.15,32.15
2023,8,3,1667.94,2032.52
2024,6,2,27.82,27.82
2024,7,3,27.83,32.12
2022,11,4,55.24,61.75
2024,4,2,763.03,104.42
2024,9,3,1208.81,29.45
2023,4,2,234.39,266.91
2024,5,2,1087.48,1474.59
2022,5,2,42.18,42.18
2023,9,3,4312.46,3784.94
2024,8,3,48.41,141.86
2024,11,4,5829.45,4137.93
2022,4,2,707.18,667.0
2022,12,4,6183.79,6798.53
2024,12,4,562.05,541.32
2024,11,4,3872.68,8991.41
